,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
1655,1592349854818181121,Jessenia is trying so hard to force them tears for the camera #BachelorInParadise,Jessenia is trying so hard to force them tears for the camera BachelorInParadise,2022-11-15 02:52:44+00:00,Twitter for iPhone,1,1,4,0
1656,1592349841832673281,I’m bored again.. here’s another pic of my favorite dood  #BachelorInParadise https://t.co/ZsZgJv4YOF,I m bored again here s another pic of my favorite dood BachelorInParadise,2022-11-15 02:52:41+00:00,Twitter for iPhone,2,1,53,0
1657,1592349831779209216,My god the amount of crying over Rodney good grief  #BachelorInParadise,My god the amount of crying over Rodney good grief BachelorInParadise,2022-11-15 02:52:38+00:00,Twitter for iPhone,0,0,3,0
1658,1592349817417891841,Shit Jessenia give me a buzz sweet heart #bachelorinparadise,Shit Jessenia give me a buzz sweet heart bachelorinparadise,2022-11-15 02:52:35+00:00,Twitter for iPhone,0,0,0,0
1659,1592349799960915968,Idk how to word this but this isn't a sad breakup as I didn't really see them grow but it is incredibly sad individually for Jessenia because she's such a sweetheart and it hurts to see hee hurt like this. Idk if I'm making sense #BachelorInParadise #bachelorinparadiseabc #BIP,Idk how to word this but this isn t a sad breakup as I didn t really see them grow but it is incredibly sad individually for Jessenia because she s such a sweetheart and it hurts to see hee hurt like this Idk if I m making sense BachelorInParadise bachelorinparadiseabc BIP,2022-11-15 02:52:31+00:00,Twitter for Android,1,0,5,0
1660,1592349791161176064,sorry jessenia but karmas a b*tchhhh  #BachelorinParadise https://t.co/Cs1QrNCjHL,sorry jessenia but karmas a b tchhhh BachelorinParadise,2022-11-15 02:52:29+00:00,Twitter for iPhone,0,0,3,0
1661,1592349771351871488,"Jessenia said ""I just really started to like him."" Sooo really you were feeling your way through the relationship too. #BachelorInParadise #itiswhatitis https://t.co/FaK2A9Qo8e",Jessenia said I just really started to like him Sooo really you were feeling your way through the relationship too BachelorInParadise itiswhatitis,2022-11-15 02:52:24+00:00,Twitter Web App,0,0,3,0
1662,1592349768583634944,This is the most boring episode of #BachelorInParadise I’ve ever seen,This is the most boring episode of BachelorInParadise I ve ever seen,2022-11-15 02:52:23+00:00,Twitter for iPhone,0,0,6,0
1663,1592349767811891200,@ParisiGenevieve I’d be heartbroken over Andrew too tbh 😭 #BachelorInParadise,I d be heartbroken over Andrew too tbh BachelorInParadise,2022-11-15 02:52:23+00:00,Twitter for iPhone,0,0,2,0
1664,1592349763663695872,Why TF is Brandon crying so hard about Rodney leaving? Fuck is wrong with him😐😂 #BachelorInParadise,Why TF is Brandon crying so hard about Rodney leaving Fuck is wrong with him BachelorInParadise,2022-11-15 02:52:22+00:00,Twitter Web App,0,0,0,0
1665,1592349708110155778,i didn’t think andrew and jessenia were gonna work out anyway bc that first day they met; he didn’t seem interested in her #BachelorInParadise,i didn t think andrew and jessenia were gonna work out anyway bc that first day they met he didn t seem interested in her BachelorInParadise,2022-11-15 02:52:09+00:00,Twitter for iPhone,0,2,5,0
1666,1592349676732571653,Place your order #BachelorInParadise #TheVoice #dwts #AskSonic #WWERaw https://t.co/vn6E2Tar9t,Place your order BachelorInParadise TheVoice dwts AskSonic WWERaw,2022-11-15 02:52:02+00:00,Twitter for Android,0,0,0,0
1667,1592349655815553031,Brandon &amp; Serene will be my all time fav 🫶🏼 #BachelorInParadise,Brandon amp Serene will be my all time fav BachelorInParadise,2022-11-15 02:51:57+00:00,Twitter for iPhone,0,0,3,0
