,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
10872,1579989707999817730,Salley means it well! #BachelorInParadise,Salley means it well BachelorInParadise,2022-10-12 00:17:55+00:00,Twitter Web App,0,0,0,0
10873,1579989706242027521,Yesssss Salleyyyy 👏🏽👏🏽👏🏽👏🏽 #BachelorInParadiseABC #bachelorinparadise,Yesssss Salleyyyy BachelorInParadiseABC bachelorinparadise,2022-10-12 00:17:55+00:00,Twitter for iPhone,0,0,4,0
10874,1579989700949200898,I feel like we are missing a plot line here… #BachelorInParadise https://t.co/V7yXvCKyTp,I feel like we are missing a plot line here BachelorInParadise,2022-10-12 00:17:54+00:00,Twitter for iPhone,2,1,43,0
10875,1579989697581187073,"Did Salley just say she’s there for “her business.”
 #BachelorInParadise https://t.co/OBaOpBoVyu",Did Salley just say she s there for her business BachelorInParadise,2022-10-12 00:17:53+00:00,Twitter for iPhone,0,0,3,0
10876,1579989696775884800,"Shanae: I'm over the fiance thing why does it keep having to be brought up.

Ummm in Salley's defense she did not bring it up.  #BIP #bachelorinparadise",Shanae I m over the fiance thing why does it keep having to be brought up Ummm in Salley s defense she did not bring it up BIP bachelorinparadise,2022-10-12 00:17:53+00:00,Twitter for Android,0,0,4,0
10877,1579989684884684802,"Salley idk how much they said they'd pay you to be here, but it's not enough. Ya got got. #bachelorinparadise",Salley idk how much they said they d pay you to be here but it s not enough Ya got got bachelorinparadise,2022-10-12 00:17:50+00:00,Twitter for Android,0,0,3,0
10878,1579989684285210624,Shanae and Genevieve corny af lmaooo if y’all don’t mind y’all damn business #BIP #BachelorInParadiseABC #bachelorinparadise,Shanae and Genevieve corny af lmaooo if y all don t mind y all damn business BIP BachelorInParadiseABC bachelorinparadise,2022-10-12 00:17:50+00:00,Twitter for iPhone,0,0,5,0
10879,1579989681932238848,"Whoever is writing the chyrons needs a raise
#BachelorInParadise",Whoever is writing the chyrons needs a raise BachelorInParadise,2022-10-12 00:17:49+00:00,Twitter for iPhone,0,0,1,0
10880,1579989678681620480,They brought out the cameras like they was finna fight 😂 #BachelorInParadise,They brought out the cameras like they was finna fight BachelorInParadise,2022-10-12 00:17:48+00:00,Twitter for Android,0,0,2,0
10881,1579989675397500928,Shanae you were doing so good!! 😭😩 #BachelorInParadise https://t.co/nvLEfzOOS7,Shanae you were doing so good BachelorInParadise,2022-10-12 00:17:48+00:00,Twitter for iPhone,0,0,5,0
10882,1579989672172089345,I’m team Salley #bachelorinparadise,I m team Salley bachelorinparadise,2022-10-12 00:17:47+00:00,Twitter for iPhone,0,0,3,0
10883,1579989670406287362,Salley really didn't deserve this #BachelorInParadise https://t.co/XeZIs7sval,Salley really didn t deserve this BachelorInParadise,2022-10-12 00:17:46+00:00,Twitter Web App,1,0,7,0
10884,1579989669932314624,idc i’m on salley’s side #BachelorInParadise,idc i m on salley s side BachelorInParadise,2022-10-12 00:17:46+00:00,Twitter for iPhone,0,0,2,0
